,total_price,unit_price,pizza_size,pizza_ingredients,pizza_category,pizza_name_id,pizza_id,day_of_week,hour_of_day,day_of_month,quantity
205,12.5,12.5,2,29,2,79,206,1.0,14.0,1.0,1
206,18.5,18.5,0,17,3,20,207,1.0,14.0,1.0,1
207,20.75,20.75,0,24,2,62,208,1.0,14.0,1.0,1
208,20.75,20.75,0,8,0,80,209,1.0,14.0,1.0,1
209,20.25,20.25,0,12,2,59,210,1.0,15.0,1.0,1
210,12.75,12.75,2,8,0,82,211,1.0,15.0,1.0,1
211,41.5,20.75,0,2,0,0,212,1.0,15.0,1.0,2
212,12.75,12.75,2,11,0,16,213,1.0,15.0,1.0,1
213,9.75,9.75,2,16,1,52,214,1.0,15.0,1.0,1
214,16.75,16.75,1,2,0,1,215,1.0,15.0,1.0,1
215,20.75,20.75,0,4,2,32,216,1.0,15.0,1.0,1
216,16.5,16.5,1,4,2,33,217,1.0,15.0,1.0,1
217,12.75,12.75,2,13,3,37,218,1.0,15.0,1.0,1
218,12.5,12.5,1,16,1,51,219,1.0,15.0,1.0,1
219,16.5,16.5,1,14,2,54,220,1.0,15.0,1.0,1
220,12.0,12.0,2,27,3,76,221,1.0,15.0,1.0,1
221,12.5,12.5,2,29,2,79,222,1.0,15.0,1.0,1
222,32.0,16.0,1,15,1,84,223,1.0,15.0,1.0,2
223,16.25,16.25,1,12,2,60,224,1.0,15.0,1.0,1
224,16.0,16.0,1,5,1,30,225,1.0,16.0,1.0,1
225,12.75,12.75,2,10,0,67,226,1.0,16.0,1.0,1
226,12.0,12.0,2,30,1,46,227,1.0,16.0,1.0,1
227,20.75,20.75,0,14,2,53,228,1.0,16.0,1.0,1
228,12.0,12.0,2,30,1,46,229,1.0,16.0,1.0,1
229,12.0,12.0,2,1,1,3,230,1.0,16.0,1.0,1
230,20.5,20.5,0,20,1,17,231,1.0,17.0,1.0,1
231,20.5,20.5,0,30,1,44,232,1.0,17.0,1.0,1
232,20.75,20.75,0,4,2,32,233,1.0,17.0,1.0,1
233,16.5,16.5,0,23,1,26,234,1.0,17.0,1.0,1
234,20.75,20.75,0,7,0,8,235,1.0,17.0,1.0,1
235,15.25,15.25,0,16,1,50,236,1.0,17.0,1.0,1
236,20.75,20.75,0,24,2,62,237,1.0,17.0,1.0,1
237,16.5,16.5,1,6,2,69,238,1.0,17.0,1.0,1
238,12.75,12.75,2,2,0,2,239,1.0,17.0,1.0,1
239,12.5,12.5,2,21,2,58,240,1.0,17.0,1.0,1
240,12.5,12.5,2,29,2,79,241,1.0,18.0,1.0,1
241,16.75,16.75,1,2,0,1,242,1.0,18.0,1.0,1
242,16.75,16.75,1,9,0,12,243,1.0,18.0,1.0,1
243,16.75,16.75,1,13,3,36,244,1.0,18.0,1.0,1
244,20.25,20.25,0,18,3,88,245,1.0,18.0,1.0,1
245,21.0,10.5,2,23,1,28,246,1.0,18.0,1.0,2
246,15.25,15.25,0,16,1,50,247,1.0,18.0,1.0,1
247,16.5,16.5,1,21,2,57,248,1.0,18.0,1.0,1
248,20.25,20.25,0,31,3,41,249,1.0,18.0,1.0,1
249,20.75,20.75,0,6,2,68,250,1.0,18.0,1.0,1
250,20.75,20.75,0,7,0,8,251,1.0,18.0,1.0,1
251,16.5,16.5,1,4,2,33,252,1.0,18.0,1.0,1
252,20.75,20.75,0,6,2,68,253,1.0,18.0,1.0,1
253,20.25,20.25,0,18,3,88,254,1.0,18.0,1.0,1
254,20.5,20.5,0,20,1,17,255,1.0,18.0,1.0,1
255,16.5,16.5,0,23,1,26,256,1.0,18.0,1.0,1
256,20.75,20.75,0,29,2,77,257,1.0,18.0,1.0,1
257,20.5,20.5,0,5,1,29,258,1.0,18.0,1.0,1
258,20.75,20.75,0,4,2,32,259,1.0,18.0,1.0,1
259,12.5,12.5,1,16,1,51,260,1.0,18.0,1.0,1
260,20.75,20.75,0,21,2,56,261,1.0,18.0,1.0,1
261,12.0,12.0,2,1,1,3,262,1.0,18.0,1.0,1
262,20.5,20.5,0,30,1,44,263,1.0,18.0,1.0,1
263,20.75,20.75,0,24,2,62,264,1.0,18.0,1.0,1
264,12.5,12.5,2,6,2,70,265,1.0,18.0,1.0,1
265,16.75,16.75,1,7,0,9,266,1.0,18.0,1.0,1
266,18.5,18.5,0,17,3,20,267,1.0,18.0,1.0,1
267,12.5,12.5,1,16,1,51,268,1.0,18.0,1.0,1
268,20.75,20.75,0,26,3,71,269,1.0,18.0,1.0,1
269,9.75,9.75,2,16,1,52,270,1.0,18.0,1.0,1
270,20.75,20.75,0,7,0,8,271,1.0,18.0,1.0,1
271,20.25,20.25,0,31,3,41,272,1.0,18.0,1.0,1
272,16.75,16.75,1,10,0,66,273,1.0,18.0,1.0,1
273,15.25,15.25,0,16,1,50,274,1.0,18.0,1.0,1
274,12.25,12.25,2,12,2,61,275,1.0,18.0,1.0,1
275,12.0,12.0,2,1,1,3,276,1.0,19.0,1.0,1
276,20.5,20.5,0,30,1,44,277,1.0,19.0,1.0,1
277,16.75,16.75,1,8,0,81,278,1.0,19.0,1.0,1
278,18.5,18.5,0,17,3,20,279,1.0,19.0,1.0,1
279,16.5,16.5,1,14,2,54,280,1.0,19.0,1.0,1
280,20.25,20.25,0,12,2,59,281,1.0,19.0,1.0,1
281,20.75,20.75,0,21,2,56,282,1.0,19.0,1.0,1
282,12.0,12.0,2,27,3,76,283,1.0,19.0,1.0,1
283,14.75,14.75,1,22,3,22,284,1.0,19.0,1.0,1
284,12.0,12.0,2,20,1,19,285,1.0,19.0,1.0,1
285,10.5,10.5,2,23,1,28,286,1.0,19.0,1.0,1
286,20.25,20.25,0,27,3,74,287,1.0,19.0,1.0,1
287,16.75,16.75,1,2,0,1,288,1.0,19.0,1.0,1
288,17.95,17.95,0,22,3,21,289,1.0,19.0,1.0,1
289,20.25,20.25,0,12,2,59,290,1.0,19.0,1.0,1
290,20.75,20.75,0,10,0,65,291,1.0,19.0,1.0,1
291,16.5,16.5,1,4,2,33,292,1.0,19.0,1.0,1
292,12.0,12.0,2,5,1,31,293,1.0,20.0,1.0,1
293,12.75,12.75,2,2,0,2,294,1.0,20.0,1.0,1
294,20.25,20.25,0,12,2,59,295,1.0,20.0,1.0,1
295,20.75,20.75,0,6,2,68,296,1.0,20.0,1.0,1
296,12.0,12.0,2,15,1,85,297,1.0,20.0,1.0,1
297,25.5,25.5,3,15,1,86,298,1.0,20.0,1.0,1
298,20.25,20.25,0,18,3,88,299,1.0,20.0,1.0,1
299,12.5,12.5,1,16,1,51,300,1.0,20.0,1.0,1
300,12.5,12.5,2,6,2,70,301,1.0,21.0,1.0,1
301,12.0,12.0,2,1,1,3,302,1.0,21.0,1.0,1
302,16.0,16.0,1,15,1,84,303,1.0,21.0,1.0,1
303,10.5,10.5,2,23,1,28,304,1.0,21.0,1.0,1
304,20.5,20.5,0,5,1,29,305,1.0,21.0,1.0,1
305,16.0,16.0,1,31,3,42,306,1.0,21.0,1.0,1
306,12.75,12.75,2,10,0,67,307,1.0,21.0,1.0,1
307,20.75,20.75,0,11,0,14,308,1.0,21.0,1.0,1
308,18.5,18.5,0,17,3,20,309,1.0,21.0,1.0,1
309,12.0,12.0,2,28,3,3,310,1.0,21.0,1.0,1
310,12.5,12.5,2,29,2,3,311,1.0,21.0,1.0,1
311,9.75,9.75,2,16,1,3,312,1.0,21.0,1.0,1
312,20.75,20.75,0,2,0,3,313,1.0,22.0,1.0,1
313,16.5,16.5,0,23,1,3,314,1.0,22.0,1.0,1
314,12.0,12.0,2,15,1,85,315,1.0,22.0,1.0,1
315,12.0,12.0,2,1,1,3,316,1.0,22.0,1.0,1
316,20.75,20.75,0,10,0,65,317,1.0,22.0,1.0,1
317,12.5,12.5,2,29,2,79,318,1.0,22.0,1.0,1
318,20.25,20.25,0,18,3,88,319,1.0,22.0,1.0,1
319,18.5,18.5,0,17,3,20,320,1.0,22.0,1.0,1
320,12.5,12.5,2,14,2,55,321,1.0,22.0,1.0,1
321,20.25,20.25,0,25,3,38,322,1.0,11.0,1.0,1
322,9.75,9.75,2,16,1,52,323,1.0,11.0,1.0,1
323,16.5,16.5,1,6,2,69,324,1.0,11.0,1.0,1
324,16.75,16.75,1,7,0,9,325,1.0,11.0,1.0,1
325,17.95,17.95,0,22,3,21,326,1.0,11.0,1.0,1
326,21.0,21.0,0,13,3,35,327,1.0,11.0,1.0,1
327,16.25,16.25,1,12,2,60,328,1.0,11.0,1.0,1
328,18.5,18.5,0,17,3,20,329,1.0,11.0,1.0,1
329,12.5,12.5,2,21,2,58,330,1.0,12.0,1.0,1
330,16.0,16.0,1,18,3,89,331,1.0,12.0,1.0,1
331,16.0,16.0,1,20,1,18,332,1.0,13.0,1.0,1
332,16.0,16.0,1,28,3,24,333,1.0,13.0,1.0,1
333,12.75,12.75,2,7,0,10,334,1.0,13.0,1.0,1
334,12.0,12.0,2,20,1,19,335,1.0,13.0,1.0,1
335,16.5,16.5,0,23,1,26,336,1.0,13.0,1.0,1
336,16.0,16.0,1,31,3,42,337,1.0,13.0,1.0,1
337,15.25,15.25,0,16,1,50,338,1.0,13.0,1.0,1
338,12.5,12.5,2,21,2,58,339,1.0,13.0,1.0,1
339,20.75,20.75,0,8,0,80,340,1.0,13.0,1.0,1
340,16.0,16.0,1,18,3,89,341,1.0,13.0,1.0,1
341,50.25,16.75,1,2,0,1,342,1.0,13.0,1.0,3
342,12.0,12.0,2,1,1,3,343,1.0,13.0,1.0,1
343,20.75,20.75,0,7,0,8,344,1.0,13.0,1.0,1
344,16.75,16.75,1,11,0,15,345,1.0,13.0,1.0,1
345,18.5,18.5,0,17,3,20,346,1.0,13.0,1.0,1
346,17.95,17.95,0,22,3,21,347,1.0,13.0,1.0,1
347,11.0,11.0,2,19,1,49,348,1.0,13.0,1.0,1
348,20.75,20.75,0,10,0,65,349,1.0,13.0,1.0,1
349,12.75,12.75,2,10,0,67,350,1.0,13.0,1.0,1
350,20.75,20.75,0,6,2,68,351,1.0,13.0,1.0,1
351,16.75,16.75,1,8,0,81,352,1.0,13.0,1.0,1
352,20.25,20.25,0,18,3,88,353,1.0,13.0,1.0,1
353,12.0,12.0,2,15,1,85,354,1.0,13.0,1.0,1
354,20.75,20.75,0,7,0,8,355,1.0,14.0,1.0,1
355,14.75,14.75,1,22,3,22,356,1.0,14.0,1.0,1
356,13.25,13.25,1,23,1,27,357,1.0,14.0,1.0,1
357,25.5,25.5,3,15,1,86,358,1.0,14.0,1.0,1
358,12.0,12.0,2,25,3,40,359,1.0,14.0,1.0,1
359,16.0,16.0,1,27,3,75,360,1.0,14.0,1.0,1
360,12.5,12.5,1,16,1,51,361,1.0,14.0,1.0,1
361,20.75,20.75,0,10,0,65,362,1.0,15.0,1.0,1
362,12.5,12.5,2,29,2,79,363,1.0,15.0,1.0,1
363,10.5,10.5,2,23,1,28,364,1.0,15.0,1.0,1
364,20.25,20.25,0,27,3,74,365,1.0,15.0,1.0,1
365,12.75,12.75,2,8,0,82,366,1.0,15.0,1.0,1
366,16.0,16.0,1,15,1,84,367,1.0,15.0,1.0,1
367,16.0,16.0,1,31,3,42,368,1.0,15.0,1.0,1
368,12.5,12.5,2,21,2,58,369,1.0,15.0,1.0,1
369,12.75,12.75,2,11,0,16,370,1.0,15.0,1.0,1
370,20.5,20.5,0,30,1,44,371,1.0,15.0,1.0,1
371,15.25,15.25,0,16,1,50,372,1.0,15.0,1.0,1
372,20.75,20.75,0,14,2,53,373,1.0,15.0,1.0,1
373,16.0,16.0,1,30,1,45,374,1.0,15.0,1.0,1
374,20.75,20.75,0,8,0,80,375,1.0,15.0,1.0,1
375,20.75,20.75,0,4,2,32,376,1.0,15.0,1.0,1
376,16.0,16.0,1,25,3,39,377,1.0,15.0,1.0,1
377,16.25,16.25,1,12,2,60,378,1.0,15.0,1.0,1
378,16.5,16.5,1,26,3,72,379,1.0,15.0,1.0,1
379,16.75,16.75,1,13,3,36,380,1.0,15.0,1.0,1
380,16.75,16.75,1,8,0,81,381,1.0,15.0,1.0,1
381,17.95,17.95,0,22,3,21,382,1.0,15.0,1.0,1
382,16.75,16.75,1,8,0,81,383,1.0,15.0,1.0,1
383,16.0,16.0,1,20,1,18,384,1.0,16.0,1.0,1
384,10.5,10.5,2,23,1,28,385,1.0,16.0,1.0,1
385,16.5,16.5,1,6,2,69,386,1.0,16.0,1.0,1
386,25.5,25.5,3,15,1,86,387,1.0,16.0,1.0,1
387,12.0,12.0,2,1,1,3,388,1.0,16.0,1.0,1
388,13.25,13.25,1,23,1,27,389,1.0,16.0,1.0,1
389,15.25,15.25,0,16,1,50,390,1.0,16.0,1.0,1
390,16.0,16.0,1,15,1,84,391,1.0,16.0,1.0,1
391,20.75,20.75,0,7,0,8,392,1.0,16.0,1.0,1
392,12.5,12.5,1,16,1,51,393,1.0,16.0,1.0,1
393,16.5,16.5,1,21,2,57,394,1.0,16.0,1.0,1
394,12.5,12.5,2,21,2,58,395,1.0,16.0,1.0,1
395,20.75,20.75,0,2,0,0,396,1.0,17.0,1.0,1
396,16.5,16.5,1,4,2,33,397,1.0,17.0,1.0,1
397,12.5,12.5,1,16,1,51,398,1.0,17.0,1.0,1
398,12.0,12.0,2,1,1,3,399,1.0,17.0,1.0,1
399,16.0,16.0,1,18,3,89,400,1.0,17.0,1.0,1
400,17.95,17.95,0,22,3,21,401,1.0,17.0,1.0,1
401,12.0,12.0,2,5,1,31,402,1.0,17.0,1.0,1
402,16.25,16.25,1,12,2,60,403,1.0,17.0,1.0,1
403,16.5,16.5,0,23,1,26,404,1.0,17.0,1.0,1
404,16.0,16.0,1,30,1,45,405,1.0,17.0,1.0,1
405,12.0,12.0,2,30,1,46,406,1.0,17.0,1.0,1
406,16.5,16.5,1,29,2,78,407,1.0,17.0,1.0,1
